"country","mort"
"South Africa",178.456365095648
"India",19.5621959602161
"Nigeria",140.736620239736
"Mozambique",200.86664318072
"Indonesia",49.2591513609673
"United Republic of Tanzania",85.019566270621
"Kenya",38.8667028313113
"Zambia",104.102729421181
"Democratic Republic of the Congo",77.2496233500379
"Uganda",29.0409331010193
